gene,W_observed,W_std_observed,W_null_mean,W_null_std,z_score,p_value_perm
AP006222.2,0.024543411397042726,0.5839062753049837,0.6058558483161347,0.039005444428603875,-0.5627310067272076,0.7621189405297352
RP4-669L17.2,0.040678930042948376,0.9677824382486612,0.9001066567736417,0.05237933165203888,1.29203216880649,0.05697151424287856
RP4-669L17.10,0.02461428209443673,0.585592342668406,0.5061704161318693,0.03825392594345621,2.076177139411247,0.0004997501249375312
OR4F29,0.042700243732453735,1.0158710160167974,0.9967287781256274,0.07091306759863314,0.26993949830959896,0.4012993503248376
SAMD11,0.02476514629540646,0.5891815158375324,0.534985097445996,0.028660939602160176,1.8909505111775806,0.0004997501249375312
MRPL20,0.021657166794123796,0.5152403385105344,0.4771317532361813,0.024897922784417745,1.5305929576663995,0.00399800099950025
VWA1,0.021509299015976178,0.5117224525011672,0.46582513101383366,0.024093298403430236,1.9049829010044181,0.0004997501249375312
ATAD3B,0.04761347413461546,1.1327604743496815,1.0956361624264566,0.06666778458991314,0.5568553410254062,0.3353323338330835
TMEM240,0.03518810950565813,0.8371516748054192,0.7402446800756657,0.03852594105170144,2.5153699581199778,0.0004997501249375312
CDK11B,0.026909849676154177,0.640205627458678,0.5653090243530328,0.03319041226577724,2.2565734497630565,0.0004997501249375312
RP11-181G12.2,0.050639715003528867,1.2047570279402657,1.0998934994956033,0.06329660961755684,1.6567005575536278,0.021989005497251374
ARHGEF16,0.0406154292671223,0.9662717068799954,0.8475151887458866,0.055315833401702555,2.146881115786488,0.0009995002498750624
PLEKHG5,0.04900060637495059,1.1657613969478797,0.9932916748809261,0.058300389776433266,2.9582944938846367,0.0004997501249375312
RP11-334N17.1,0.024802317668838066,0.5900658508575222,0.5382720757033908,0.026830192803984767,1.9304287349898275,0.0009995002498750624
SLC45A1,0.057086658007448714,1.3581346662654719,1.2913862679894117,0.07023547295984693,0.9503516593989301,0.15892053973013492
SPSB1,0.04374076762971002,1.0406258646148185,0.9333166399096482,0.05301471573058155,2.0241403396466198,0.0009995002498750624
PEX14,0.028309131007443054,0.6734955860972369,0.6340352687833544,0.03815418735699654,1.034232938698548,0.11944027986006997
RP4-635E18.9,0.025957708788979534,0.6175534773560759,0.5194881506019118,0.046896629832523615,2.0910953965001564,0.0004997501249375312
RP11-56N19.5,0.04132975244207911,0.9832659941738684,0.9001203642449095,0.05453233395685365,1.5247033071194565,0.011494252873563218
PRAMEF1,0.03967745447927503,0.9439565789688089,0.9210981358453267,0.05060592806467751,0.4516949692982059,0.38580709645177413
PRAMEF2,0.045760424313287584,1.0886750209617104,0.9867331712028573,0.05822729466308307,1.750757103669526,0.022488755622188907
PRAMEF14,0.056799386081665675,1.3513002504024891,1.1597265029330563,0.07358091429341297,2.6035793290839826,0.0004997501249375312
EFHD2,0.04727432291892724,1.1246918110365804,1.0297575490036317,0.06557882658873153,1.4476358753460823,0.0384807596201899
CLCNKA,0.039437795445451555,0.938254909729792,0.8163521383871771,0.061512856784778774,1.9817445931527187,0.0074962518740629685
RP11-276H7.2,0.055241617540644376,1.3142397614647279,1.1904591446497788,0.07900878354114761,1.5666690621870272,0.04397801099450275
RP5-875O13.1,0.023921074835273518,0.5691004189433635,0.5354434327067455,0.032768669795161146,1.027108712285506,0.09245377311344327
MRTO4,0.03582441834261362,0.8522899421358969,0.7945395543992794,0.04857496331013409,1.1888920505796456,0.0944527736131934
PLA2G2A,0.03578062106227988,0.851247971791414,0.7685956655770627,0.0482414618630452,1.7133043449013798,0.004497751124437781
PLA2G5,0.03877491526242308,0.9224844900279783,0.7687433769893525,0.05566380522448557,2.7619583752602477,0.0004997501249375312
RP4-749H3.2,0.04957490788372516,1.1794244631559863,1.059993739129795,0.06516155627531547,1.8328402643052297,0.005997001499250375
CELA3A,0.035139521889024423,0.8359957387460191,0.845689233404654,0.057381178371567414,-0.16893160673462027,0.6216891554222889
C1QA,0.03437550968497453,0.8178193119593141,0.6722367449387227,0.04716104115663499,3.086924364902548,0.0004997501249375312
TCEB3-AS1,0.028699664777820665,0.6827866791548826,0.5496976382749185,0.04134288896941058,3.2191519315070813,0.0004997501249375312
HMGCL,0.04250810872745744,1.011299979280779,0.9112906458316556,0.05535975899659828,1.8065348415853284,0.004497751124437781
GRHL3,0.04132341250321734,0.9831151622448203,0.8774243499935405,0.050374612807849925,2.098096766607958,0.0004997501249375312
SRRM1,0.04106243872952762,0.9769063992622704,0.9069316591002023,0.06766067099230243,1.0342010969715016,0.14592703648175911
