dataset_id	platform	analysis_unit	control_stratum	excluded_feature	n_discovery_perturbed_available	n_validation_perturbed_available	n_discovery_controls_available	n_validation_controls_available	n_per_group	eligible	selection_basis	split_strength	source_h5ad	selected_rank
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|41BBL	cDC1		45	32	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	1
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|APRIL	cDC1		73	27	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	2
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|Adiponectin	cDC1		42	55	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	3
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|BAFF	cDC1		36	64	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	4
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|C3a	cDC1		42	58	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	5
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|C5a	cDC1		64	36	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	6
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|CD27L	cDC1		44	56	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	7
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|CD30L	cDC1		31	69	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	8
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|CD40L	cDC1		52	34	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	9
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|Cardiotrophin-1	cDC1		46	54	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	10
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|Decorin	cDC1		53	30	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	11
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|EGF	cDC1		73	27	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	12
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|FGF-basic	cDC1		32	30	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	13
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|FasL	cDC1		48	52	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	14
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|G-CSF	cDC1		53	24	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	15
cui2023_lymph_node_cytokine	Primary lymph-node immune cells, cytokine stimulation	cDC1|IFNa1	cDC1		70	30	51	49	24	True	descending_minimum_equal_group_size_then_unit_id	biological_replicate_holdout_7_vs_7	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/cui2023_lymph_node_cytokine/CuiHacohen2023.h5ad	16
liang2023_liver_organoid_crispr	Mouse liver organoid CRISPR-Cas9	Arid3a	all	Arid3a	380	464	915	1544	70	True	descending_minimum_equal_group_size_then_unit_id	recorded_sample_holdout_4_vs_5	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/liang2023_liver_organoid_crispr/LiangWang2023.h5ad	1
liang2023_liver_organoid_crispr	Mouse liver organoid CRISPR-Cas9	Batf3	all	Batf3	152	275	915	1544	70	True	descending_minimum_equal_group_size_then_unit_id	recorded_sample_holdout_4_vs_5	/Volumes/MOVESPEED/pgaa_cross_platform/v2/sources/liang2023_liver_organoid_crispr/LiangWang2023.h5ad	2
