gene_id	gene_symbol	dtc_pc9_minus_h4006	pc9_dtc_effect	h4006_dtc_effect	pc9_dtec_effect	h4006_dtec_effect	absolute_dtc_branch_score	dtc_rank	branch
ENSG00000060140	STYK1	3.6482006598227215	1.8233744485854548	-1.8248262112372666	1.8208426821392227	-1.6098813462361143	3.6482006598227215	1	PC9_adaptive_stress
ENSG00000067715	SYT1	3.6467795345418397	1.825133449974176	-1.8216460845676634	1.825348899019128	1.486130355038859	3.6467795345418397	2	PC9_adaptive_stress
ENSG00000153246	PLA2R1	3.6462959013759013	1.8239577290746471	-1.822338172301254	1.822035147948152	-1.477029560349715	3.6462959013759013	3	PC9_adaptive_stress
ENSG00000162366	PDZK1IP1	3.6456963309511696	1.8252385009870398	-1.82045782996413	1.8241998711829503	-1.8004139158657724	3.6456963309511696	4	PC9_adaptive_stress
ENSG00000127561	SYNGR3	3.6449651440364916	1.8228683428081078	-1.8220968012283838	1.8222132985317856	-1.6531651889844527	3.6449651440364916	5	PC9_adaptive_stress
ENSG00000182040	USH1G	3.6449031331267263	1.8229360858126697	-1.8219670473140566	1.8247469089664352	-1.59344034887879	3.6449031331267263	6	PC9_adaptive_stress
ENSG00000162896	PIGR	3.6436242521814344	1.8226396345142282	-1.8209846176672062	1.8105868732625623	-1.730056507948285	3.6436242521814344	7	PC9_adaptive_stress
ENSG00000111341	MGP	3.6434353373654877	1.823909506135392	-1.8195258312300955	1.8200982941008217	-1.7397160194459627	3.6434353373654877	8	PC9_adaptive_stress
ENSG00000142552	RCN3	3.642609219114513	1.820613061203109	-1.821996157911404	1.8073452745839704	-1.1613134121013344	3.642609219114513	9	PC9_adaptive_stress
ENSG00000103227	LMF1	3.64220683350565	1.8194693035603144	-1.8227375299453354	1.8168586734350276	-1.7926383537619928	3.64220683350565	10	PC9_adaptive_stress
ENSG00000198682	PAPSS2	3.6415443283594904	1.8181327163587355	-1.8234116120007546	1.8235364957618827	-1.8141138400957744	3.6415443283594904	11	PC9_adaptive_stress
ENSG00000138798	EGF	3.6391343698489194	1.8153190465038223	-1.823815323345097	1.8135584329092511	-1.6783550728155407	3.6391343698489194	12	PC9_adaptive_stress
ENSG00000114423	CBLB	3.6386015310905826	1.817530277992438	-1.8210712530981445	1.8208815325618222	-1.8222444979433794	3.6386015310905826	13	PC9_adaptive_stress
ENSG00000151623	NR3C2	3.6383540970439086	1.8148367519534574	-1.8235173450904512	1.820263974725314	-1.7107005820322967	3.6383540970439086	14	PC9_adaptive_stress
ENSG00000249992	TMEM158	-3.6378091613299595	-1.8209869312439886	1.8168222300859709	-1.8196727484853352	1.8116590177135237	3.6378091613299595	15	H4006_replication
ENSG00000116761	CTH	3.63695773962033	1.8126150972572463	-1.8243426423630837	1.746977699682282	-1.7214349030479563	3.63695773962033	16	PC9_adaptive_stress
ENSG00000169252	ADRB2	-3.6357993295591875	-1.8134405899818393	1.822358739577348	-1.7914092322825743	1.5288355837794672	3.6357993295591875	17	H4006_replication
ENSG00000142089	IFITM3	3.634708527392939	1.815389196183805	-1.819319331209134	1.820043298065826	-1.4026176391426168	3.634708527392939	18	PC9_adaptive_stress
ENSG00000115380	EFEMP1	3.634387566142852	1.8225471476988833	-1.8118404184439685	1.8243788305278792	1.3288698052477315	3.634387566142852	19	PC9_adaptive_stress
ENSG00000154764	WNT7A	-3.6328911763068694	-1.8139679971255303	1.818923179181339	-1.8177531850761286	1.7149554436134244	3.6328911763068694	20	H4006_replication
ENSG00000140297	GCNT3	3.632836407917524	1.8124824047537929	-1.8203540031637309	1.8085993894654036	-1.8071796538526723	3.632836407917524	21	PC9_adaptive_stress
ENSG00000136048	DRAM1	3.632776771452813	1.817039427177221	-1.815737344275592	1.8178265518798107	-0.9371594798480936	3.632776771452813	22	PC9_adaptive_stress
ENSG00000167191	GPRC5B	3.632700352627446	1.8194521857661086	-1.8132481668613374	1.816112659744973	-1.4983371689552432	3.632700352627446	23	PC9_adaptive_stress
ENSG00000205420	KRT6A	-3.6322995000234175	-1.8216574961172656	1.810642003906152	-1.8210677177040013	1.7903417473304533	3.6322995000234175	24	H4006_replication
ENSG00000130707	ASS1	3.6320577886543064	1.8126917254368538	-1.8193660632174526	1.7748904564088404	-1.8242967790819526	3.6320577886543064	25	PC9_adaptive_stress
ENSG00000130066	SAT1	3.6320346843673703	1.8143138013647486	-1.8177208830026217	1.819386504670823	-1.822756383173716	3.6320346843673703	26	PC9_adaptive_stress
ENSG00000163623	NKX6-1	3.631749800450167	1.808273010829215	-1.823476789620952	1.8100257588514639	-1.7478023907087434	3.631749800450167	27	PC9_adaptive_stress
ENSG00000126803	HSPA2	3.6316042964310404	1.8156273034169068	-1.8159769930141336	1.8173919731392392	-1.6661969668536476	3.6316042964310404	28	PC9_adaptive_stress
ENSG00000259207	ITGB3	3.631276186075011	1.8212663751649054	-1.8100098109101055	1.819633426159569	-1.050004115648429	3.631276186075011	29	PC9_adaptive_stress
ENSG00000105523	FAM83E	3.6310269706875733	1.8229157854088125	-1.8081111852787606	1.8242490181542288	-1.6930405597674794	3.6310269706875733	30	PC9_adaptive_stress
ENSG00000115596	WNT6	3.631024097489819	1.807124654670744	-1.8238994428190751	1.8057530651128328	-1.226385136372309	3.631024097489819	31	PC9_adaptive_stress
ENSG00000181444	ZNF467	3.6299960581331616	1.8172954922395577	-1.8127005658936037	1.8235858353073564	-1.7644345187146717	3.6299960581331616	32	PC9_adaptive_stress
ENSG00000178726	THBD	-3.6293048304180116	-1.8158325097580952	1.8134723206599164	-1.7922085203913674	1.7681028672442618	3.6293048304180116	33	H4006_replication
ENSG00000070540	WIPI1	3.629298532931875	1.8205371746016126	-1.8087613583302624	1.820014969044884	-1.761101905336281	3.629298532931875	34	PC9_adaptive_stress
ENSG00000257704	INAFM1	3.629037776797732	1.8123292197348568	-1.8167085570628754	1.814585075031981	-1.7873065955322156	3.629037776797732	35	PC9_adaptive_stress
ENSG00000186866	POFUT2	3.628662639418592	1.8083648780050623	-1.82029776141353	1.8159014814650138	-1.7903421258078664	3.628662639418592	36	PC9_adaptive_stress
ENSG00000125266	EFNB2	-3.6283481292001607	-1.806475345725479	1.821872783474682	-1.7712284891393875	1.7749093118394188	3.6283481292001607	37	H4006_replication
ENSG00000103485	QPRT	3.6283306421120387	1.8061963717898952	-1.8221342703221435	1.8115868167177445	-1.6157206426220234	3.6283306421120387	38	PC9_adaptive_stress
ENSG00000150961	SEC24D	3.628308276415587	1.8112697262369055	-1.8170385501786812	1.8159431848622518	-1.7473330353221164	3.628308276415587	39	PC9_adaptive_stress
ENSG00000123384	LRP1	3.62753718440214	1.8065960859685815	-1.8209410984335583	1.7749236271537752	-1.230022534022261	3.62753718440214	40	PC9_adaptive_stress
ENSG00000100154	TTC28	3.6274438973249152	1.8151928812905989	-1.8122510160343164	1.822215233260243	-0.638035837780716	3.6274438973249152	41	PC9_adaptive_stress
ENSG00000077150	NFKB2	3.627072578390877	1.8135500674300347	-1.8135225109608424	1.808419190137038	-1.7937087077744382	3.627072578390877	42	PC9_adaptive_stress
ENSG00000185133	INPP5J	3.6263002713533563	1.820313421072104	-1.8059868502812524	1.8207644269558854	-1.8210217403411022	3.6263002713533563	43	PC9_adaptive_stress
ENSG00000176046	NUPR1	3.625908681053283	1.8223260768218887	-1.8035826042313943	1.8217791945583843	-1.8210965623789364	3.625908681053283	44	PC9_adaptive_stress
ENSG00000149577	SIDT2	3.624710100169337	1.8141454135290214	-1.810564686640316	1.8157986131830095	-1.808285382957051	3.624710100169337	45	PC9_adaptive_stress
ENSG00000122547	EEPD1	-3.6244192450485206	-1.8105623566447717	1.8138568884037491	-1.8063912176209795	1.3135785845647259	3.6244192450485206	46	H4006_replication
ENSG00000106351	AGFG2	3.623883115503794	1.800746319221589	-1.823136796282205	1.7929470450293206	-1.8072981681678326	3.623883115503794	47	PC9_adaptive_stress
ENSG00000065328	MCM10	-3.6234799035793417	-1.8107399118868432	1.8127399916924982	-1.5786124629698333	1.8095252355112983	3.6234799035793417	48	H4006_replication
ENSG00000137474	MYO7A	3.6232179491527514	1.8124960522144822	-1.810721896938269	1.8117645851608877	-1.8155169018437238	3.6232179491527514	49	PC9_adaptive_stress
ENSG00000142449	FBN3	3.6231875804719214	1.818936718938018	-1.8042508615339035	1.818490763531362	-1.7418310091119205	3.6231875804719214	50	PC9_adaptive_stress
ENSG00000077942	FBLN1	3.6227787981609354	1.8136110140627464	-1.809167784098189	1.8108566412662133	0.23787416707531214	3.6227787981609354	51	PC9_adaptive_stress
ENSG00000171236	LRG1	3.6227686853107377	1.8074161841257683	-1.8153525011849694	1.8070666128028938	-1.7488732284580935	3.6227686853107377	52	PC9_adaptive_stress
ENSG00000109323	MANBA	3.6227455067172842	1.8061621465468325	-1.8165833601704517	1.8108586154244213	-1.7007371033149683	3.6227455067172842	53	PC9_adaptive_stress
ENSG00000163082	SGPP2	3.6226638814663037	1.8080788309885385	-1.8145850504777652	1.7940297411072832	-1.758522643549306	3.6226638814663037	54	PC9_adaptive_stress
ENSG00000174226	SNX31	3.6225804750309027	1.799744815189153	-1.8228356598417497	0.8164965809277258	-1.6990893553338955	3.6225804750309027	55	PC9_adaptive_stress
ENSG00000197712	FAM114A1	3.622181039887926	1.8216035980559218	-1.8005774418320044	1.8214934601519497	-1.6060728179609378	3.622181039887926	56	PC9_adaptive_stress
ENSG00000157110	RBPMS	3.6221663333274434	1.8019425657140984	-1.820223767613345	1.8106757307695647	-1.8199462211641106	3.6221663333274434	57	PC9_adaptive_stress
ENSG00000165272	AQP3	3.6220546497703032	1.7979932812658022	-1.824061368504501	1.7789431389754593	-1.8037989413694047	3.6220546497703032	58	PC9_adaptive_stress
ENSG00000167601	AXL	-3.621363848935158	-1.8057932624374606	1.8155705864976972	-1.781214008454934	1.802063732911268	3.621363848935158	59	H4006_replication
ENSG00000124313	IQSEC2	3.6212593162523183	1.812498341309496	-1.8087609749428224	1.8151315217755188	-1.8034864249169718	3.6212593162523183	60	PC9_adaptive_stress
ENSG00000137648	TMPRSS4	3.621009136018548	1.8168142395122489	-1.804194896506299	1.8041002745310109	-1.599563840202881	3.621009136018548	61	PC9_adaptive_stress
ENSG00000138623	SEMA7A	-3.62097833420238	-1.7992776561724209	1.8217006780299592	-0.7429911094852159	1.7725543125365348	3.62097833420238	62	H4006_replication
ENSG00000113070	HBEGF	-3.6209407006760714	-1.8196977483140269	1.8012429523620446	-1.787830849733727	1.606750131353306	3.6209407006760714	63	H4006_replication
ENSG00000125999	BPIFB1	3.6206315966160076	1.8256660656048975	-1.7949655310111101	1.825423839492589	-1.499656765042928	3.6206315966160076	64	PC9_adaptive_stress
ENSG00000179163	FUCA1	3.620353865530147	1.8130372912392332	-1.8073165742909134	1.8053384558141135	-1.8134726345354517	3.620353865530147	65	PC9_adaptive_stress
ENSG00000130304	SLC27A1	3.619792518499506	1.8069943550144558	-1.81279816348505	1.807725011361066	-1.8110167160440658	3.619792518499506	66	PC9_adaptive_stress
ENSG00000135709	KIAA0513	3.6197900830861562	1.8187552965877005	-1.8010347864984557	1.8185117029510491	-1.8070906331696408	3.6197900830861562	67	PC9_adaptive_stress
ENSG00000052344	PRSS8	3.619606108532972	1.8059183326796322	-1.81368777585334	1.7935907741444794	-1.6753801182760903	3.619606108532972	68	PC9_adaptive_stress
ENSG00000115902	SLC1A4	3.6196057816333984	1.8053012324910012	-1.8143045491423972	1.7836103122377036	-1.8148071607423013	3.6196057816333984	69	PC9_adaptive_stress
ENSG00000147408	CSGALNACT1	3.6194439417916873	1.8032894341450492	-1.816154507646638	1.754949685694689	-1.5016165745878576	3.6194439417916873	70	PC9_adaptive_stress
ENSG00000142459	EVI5L	3.61941543998451	1.8092292337202829	-1.8101862062642273	1.8098173102234432	-1.8183614476481793	3.61941543998451	71	PC9_adaptive_stress
ENSG00000111335	OAS2	3.6192407912728446	1.79902940368829	-1.8202113875845547	1.8244753752815106	-1.3867023144447967	3.6192407912728446	72	PC9_adaptive_stress
ENSG00000127220	ABHD8	3.618645737504872	1.8013903307255876	-1.8172554067792843	1.7941001814304935	-1.759533460251165	3.618645737504872	73	PC9_adaptive_stress
ENSG00000160145	KALRN	-3.618602459712066	-1.7965388173357977	1.8220636423762684	-1.710106392495188	1.8092858796213918	3.618602459712066	74	H4006_replication
ENSG00000132535	DLG4	3.618445644598256	1.8004085139063082	-1.8180371306919476	1.8139855163320049	-1.774773606251994	3.618445644598256	75	PC9_adaptive_stress
ENSG00000076716	GPC4	3.6181434020531555	1.8158102887604284	-1.8023331132927272	1.800630981276742	0.6112065892752394	3.6181434020531555	76	PC9_adaptive_stress
ENSG00000110011	DNAJC4	3.6176815906927686	1.8199294745271006	-1.797752116165668	1.8191100934864446	-1.7374045189818577	3.6176815906927686	77	PC9_adaptive_stress
ENSG00000126458	RRAS	3.6176601879501398	1.817503048733795	-1.8001571392163447	1.8175141434428999	-1.595579404430226	3.6176601879501398	78	PC9_adaptive_stress
ENSG00000135842	FAM129A	3.6172215361997733	1.8102782332770566	-1.8069433029227164	1.8070029835791304	1.7545352227384168	3.6172215361997733	79	PC9_adaptive_stress
ENSG00000138271	GPR87	-3.617057797888033	-1.8187991948318951	1.7982586030561376	-1.7730304018045868	1.2363622565643035	3.617057797888033	80	H4006_replication
ENSG00000276043	UHRF1	-3.6169253740372334	-1.806877508618884	1.8100478654183494	-1.6731680202901884	1.8152832534187113	3.6169253740372334	81	H4006_replication
ENSG00000165124	SVEP1	3.6167590072982216	1.8190661636366245	-1.797692843661597	1.8200487105411356	-1.8081978256915583	3.6167590072982216	82	PC9_adaptive_stress
ENSG00000073331	ALPK1	3.61642930591886	1.8146108837615644	-1.8018184221572957	1.8183328246000359	-1.7398607748688422	3.61642930591886	83	PC9_adaptive_stress
ENSG00000071242	RPS6KA2	3.6163077844792326	1.7963754911211391	-1.8199322933580935	1.7983736537053623	-1.6893715926748687	3.6163077844792326	84	PC9_adaptive_stress
ENSG00000244731	C4A	3.616283156677893	1.8044913327854928	-1.8117918238924005	1.8072748841631916	0.22660851188409584	3.616283156677893	85	PC9_adaptive_stress
ENSG00000104946	TBC1D17	3.616144792919525	1.8083294483409642	-1.8078153445785605	1.8095564080271958	-1.8067828150184395	3.616144792919525	86	PC9_adaptive_stress
ENSG00000172379	ARNT2	-3.6158522236495667	-1.8103288083510791	1.8055234152984878	-1.8097072922397306	1.7952837322771669	3.6158522236495667	87	H4006_replication
ENSG00000167861	HID1	3.6158506507922095	1.800220060657903	-1.8156305901343066	1.7960836585686981	-1.7294478606104537	3.6158506507922095	88	PC9_adaptive_stress
ENSG00000105376	ICAM5	3.6154639256180094	1.8098446963777226	-1.8056192292402868	1.8079107516710957	-1.7708565884054028	3.6154639256180094	89	PC9_adaptive_stress
ENSG00000158055	GRHL3	-3.6150080002144813	-1.7987299926085196	1.816278007605962	-1.73158640034817	-1.350548894311164	3.6150080002144813	90	H4006_replication
ENSG00000131153	GINS2	-3.614860109344799	-1.807462227106023	1.8073978822387762	-1.5681853863255677	1.7954147895550763	3.614860109344799	91	H4006_replication
ENSG00000105223	PLD3	3.614802340048815	1.8146947181236495	-1.8001076219251657	1.8162362513877612	-1.7413595288621706	3.614802340048815	92	PC9_adaptive_stress
ENSG00000131746	TNS4	-3.614268564553754	-1.8032201274318287	1.8110484371219253	-1.3506477817126052	1.3318028551729388	3.614268564553754	93	H4006_replication
ENSG00000144485	HES6	3.6142540819738773	1.8047909169094123	-1.8094631650644648	1.770280087566368	-1.7942943001049425	3.6142540819738773	94	PC9_adaptive_stress
ENSG00000128918	ALDH1A2	3.6142109570634378	1.7974102542057735	-1.8168007028576643	1.807729641631059	-1.5550502421989232	3.6142109570634378	95	PC9_adaptive_stress
ENSG00000176945	MUC20	3.6141174900306363	1.8229447554806097	-1.7911727345500266	1.8225145851887463	-1.5477843729270724	3.6141174900306363	96	PC9_adaptive_stress
ENSG00000108840	HDAC5	3.6141028635880175	1.8149220635886365	-1.799180799999381	1.8170650656085456	-1.8121128114115987	3.6141028635880175	97	PC9_adaptive_stress
ENSG00000265992	ESRG	-3.6140305969637767	-1.8050965080470038	1.8089340889167729	-1.8192892139785761	1.6159215788021157	3.6140305969637767	98	H4006_replication
ENSG00000127324	TSPAN8	3.6138329126408615	1.8168007028576643	-1.7970322097831972	1.8149928956561243	-1.4817799139866985	3.6138329126408615	99	PC9_adaptive_stress
ENSG00000173281	PPP1R3B	3.6136607636179434	1.7983643571471148	-1.8152964064708286	1.8050114025091761	-1.7616765648855055	3.6136607636179434	100	PC9_adaptive_stress
ENSG00000089351	GRAMD1A	3.612841830449452	1.813828261411517	-1.7990135690379347	1.8160677671916148	-1.7889526804946443	3.612841830449452	101	PC9_adaptive_stress
ENSG00000121671	CRY2	3.612609792678295	1.790320070704539	-1.822289721973756	1.7964426025434252	-1.7127384339577054	3.612609792678295	102	PC9_adaptive_stress
ENSG00000100196	KDELR3	3.6125187290848544	1.7932110501388152	-1.8193076789460392	1.80208519124066	-1.7438216453682496	3.6125187290848544	103	PC9_adaptive_stress
ENSG00000226067	LINC00623	3.6124867126623803	1.7971298571378864	-1.815356855524494	1.8142891669904442	-1.463776753523478	3.6124867126623803	104	PC9_adaptive_stress
ENSG00000105926	MPP6	-3.6124453842173714	-1.7936975835522464	1.818747800665125	-1.709169268010772	1.8179317377010205	3.6124453842173714	105	H4006_replication
ENSG00000117877	CD3EAP	-3.612376498463715	-1.8016580219463438	1.8107184765173714	-1.690211154846338	1.8025542763603646	3.612376498463715	106	H4006_replication
ENSG00000168404	MLKL	-3.6122912377737775	-1.820754557079131	1.7915366806946467	-1.7603788503218518	1.5187218530667743	3.6122912377737775	107	H4006_replication
ENSG00000178104	PDE4DIP	3.6115669903146035	1.8022020311566471	-1.8093649591579561	1.8092146940472356	-1.762521576634205	3.6115669903146035	108	PC9_adaptive_stress
ENSG00000065717	TLE2	3.611496650104095	1.8191055263550293	-1.7923911237490655	1.8210251323626152	-1.738283788003528	3.611496650104095	109	PC9_adaptive_stress
ENSG00000107821	KAZALD1	3.61145927541183	1.7903334128289103	-1.8211258625829199	1.8119265734391945	-1.7385457542297504	3.61145927541183	110	PC9_adaptive_stress
ENSG00000101311	FERMT1	-3.611413325690971	-1.8180879560257208	1.79332536966525	-1.8109982498932133	1.6879135294855132	3.611413325690971	111	H4006_replication
ENSG00000167617	CDC42EP5	3.6112452372828265	1.7856949353667286	-1.8255503019160977	1.794630591513179	-1.5875674140209588	3.6112452372828265	112	PC9_adaptive_stress
ENSG00000160999	SH2B2	3.610889173468064	1.8207182003782871	-1.790170973089777	1.8125696681876176	-1.774895858398705	3.610889173468064	113	PC9_adaptive_stress
ENSG00000081181	ARG2	3.610722093787457	1.7855814924680717	-1.8251406013193852	1.670339454198119	-1.6602843836537007	3.610722093787457	114	PC9_adaptive_stress
ENSG00000007516	BAIAP3	3.610695195897253	1.7938670100442022	-1.8168281858530508	1.8100019535856477	-1.3691618665945007	3.610695195897253	115	PC9_adaptive_stress
ENSG00000109625	CPZ	3.6105395180761355	1.7910275390687942	-1.8195119790073413	1.803146293736654	-1.1881739375005371	3.6105395180761355	116	PC9_adaptive_stress
ENSG00000154734	ADAMTS1	3.6101702882891464	1.8220484017623582	-1.7881218865267885	1.8254979903141837	1.6209955267911713	3.6101702882891464	117	PC9_adaptive_stress
ENSG00000030304	MUSK	3.6099093194164755	1.800283516919115	-1.8096258024973606	1.8239486944280028	-1.7007466070268973	3.6099093194164755	118	PC9_adaptive_stress
ENSG00000184584	TMEM173	3.609534800759759	1.8225470097346639	-1.786987791025095	1.8142097537481334	-1.5371166212998775	3.609534800759759	119	PC9_adaptive_stress
ENSG00000068971	PPP2R5B	3.609072393484733	1.8128641621302783	-1.7962082313544547	1.8110421767750537	-1.7942225175816406	3.609072393484733	120	PC9_adaptive_stress
ENSG00000186868	MAPT	3.6087652927064666	1.7910325965956528	-1.8177326961108138	1.817969111218328	-1.7665053092703	3.6087652927064666	121	PC9_adaptive_stress
ENSG00000175215	CTDSP2	3.608750104492618	1.7989935242740525	-1.8097565802185656	1.8076318252372459	-1.6048214290785179	3.608750104492618	122	PC9_adaptive_stress
ENSG00000147394	ZNF185	-3.6085705467569373	-1.799159904269381	1.8094106424875562	-1.7965026426315795	1.678382677994606	3.6085705467569373	123	H4006_replication
ENSG00000151651	ADAM8	-3.608494198633486	-1.788478184112868	1.8200160145206181	-1.7045458990648261	1.5444517160409263	3.608494198633486	124	H4006_replication
ENSG00000011347	SYT7	3.6084715292819696	1.800608138033117	-1.8078633912488526	1.7993767942507268	-1.780582316566117	3.6084715292819696	125	PC9_adaptive_stress
ENSG00000210082	MT-RNR2	3.608181197668285	1.818453548002263	-1.789727649666022	1.8179380500780111	-1.816935326901151	3.608181197668285	126	PC9_adaptive_stress
ENSG00000152785	BMP3	3.6081643523081177	1.8228223140621733	-1.7853420382459444	1.8224062956094678	-0.9505462244175584	3.6081643523081177	127	PC9_adaptive_stress
ENSG00000123989	CHPF	3.607740139351569	1.8112225530705484	-1.7965175862810208	1.8090361461506355	-1.6810191745917584	3.607740139351569	128	PC9_adaptive_stress
